location,comment,rating,feedback_date
Suburbs,Needs more vegan options,4,2024-03-31
Suburbs,Too noisy,4,2024-02-29
Suburbs,Loved the croissant,4,2024-02-25
Downtown,Needs more vegan options,1,2024-01-30
University District,Loved the croissant,4,2024-03-13
Downtown,Bad experience,4,2024-03-29
Downtown,Best coffee ever,4,2024-02-03
Downtown,Not impressed,3,2024-04-13
University District,Will come again,4,2024-02-09
Mall,Great service!,4,2024-04-20
Financial District,Tasty food,4,2024-01-11
University District,Great service!,3,2024-03-19
University District,Great service!,3,2024-04-24
Suburbs,Excellent staff,5,2024-01-29
Financial District,Great service!,5,2024-04-03
Suburbs,Not impressed,5,2024-01-11
Mall,Line was too long,3,2024-01-01
Downtown,Bad experience,5,2024-03-21
Suburbs,Loved the croissant,4,2024-03-15
Mall,Too noisy,4,2024-01-29
Financial District,Not impressed,1,2024-03-03
Downtown,Coffee was cold,2,2024-04-19
Mall,Tasty food,5,2024-03-16
Suburbs,Too noisy,4,2024-04-03
Mall,Not impressed,3,2024-02-28
Mall,Bad experience,4,2024-04-17
Downtown,Line was too long,4,2024-03-31
University District,Wifi was slow,1,2024-02-05
Mall,Best coffee ever,4,2024-01-15
Downtown,Needs more vegan options,4,2024-03-13
Downtown,Friendly barista,2,2024-04-04
Financial District,Wifi was slow,3,2024-03-29
Financial District,Too noisy,4,2024-02-29
University District,Coffee was cold,4,2024-01-15
Suburbs,Tasty food,3,2024-02-03
Mall,Line was too long,2,2024-03-02
Mall,Too noisy,5,2024-01-16
Downtown,Line was too long,4,2024-01-23
Downtown,Line was too long,3,2024-02-02
Downtown,Excellent staff,4,2024-04-02
Financial District,Best coffee ever,3,2024-04-05
Downtown,Will come again,4,2024-02-01
University District,Will come again,3,2024-01-16
Downtown,Tasty food,4,2024-03-19
Suburbs,Needs more vegan options,3,2024-03-25
Downtown,Excellent staff,5,2024-01-28
Mall,Very clean,3,2024-01-14
Mall,Not impressed,4,2024-01-21
Downtown,Bad experience,3,2024-03-28
Mall,Needs more vegan options,4,2024-04-08
Downtown,Not impressed,4,2024-04-11
Downtown,Not impressed,4,2024-04-16
Financial District,Tasty food,4,2024-03-11
Financial District,Will come again,5,2024-01-31
Mall,Best coffee ever,3,2024-01-22
Mall,Coffee was cold,5,2024-01-25
University District,Friendly barista,4,2024-02-15
University District,Bad experience,4,2024-02-11
Downtown,Needs more vegan options,1,2024-01-04
University District,Very clean,4,2024-02-02
Suburbs,Needs more vegan options,4,2024-04-09
Financial District,Too noisy,3,2024-03-30
Mall,Bad experience,3,2024-02-23
University District,Will come again,4,2024-01-29
Suburbs,Best coffee ever,3,2024-02-16
University District,Not impressed,4,2024-03-10
Mall,Great service!,1,2024-03-23
University District,Will come again,5,2024-04-23
Financial District,Wifi was slow,5,2024-02-25
University District,Friendly barista,3,2024-01-25
Suburbs,Excellent staff,3,2024-02-27
University District,Needs more vegan options,5,2024-03-14
Mall,Friendly barista,3,2024-04-09
University District,Will come again,2,2024-02-17
Suburbs,Not impressed,5,2024-02-20
University District,Line was too long,4,2024-04-16
Downtown,Not impressed,4,2024-03-14
Mall,Coffee was cold,3,2024-03-20
Downtown,Needs more vegan options,4,2024-01-15
Downtown,Friendly barista,3,2024-04-22
Mall,Great service!,3,2024-04-07
Mall,Great service!,4,2024-02-15
Suburbs,Very clean,4,2024-04-13
Suburbs,Will come again,3,2024-02-23
Suburbs,Needs more vegan options,4,2024-02-23
Downtown,Friendly barista,3,2024-03-19
University District,Very clean,5,2024-03-05
Financial District,Great service!,4,2024-04-29
University District,Great service!,4,2024-03-02
Financial District,Tasty food,4,2024-03-10
Financial District,Excellent staff,3,2024-02-21
Financial District,Loved the croissant,5,2024-01-19
Financial District,Very clean,3,2024-02-12
Mall,Very clean,2,2024-01-06
Suburbs,Great service!,5,2024-04-24
Mall,Coffee was cold,3,2024-03-08
Downtown,Best coffee ever,5,2024-01-10
Mall,Needs more vegan options,3,2024-04-29
Suburbs,Too noisy,3,2024-02-12
University District,Needs more vegan options,5,2024-02-24
Suburbs,Friendly barista,5,2024-04-28
University District,Will come again,5,2024-04-27
Downtown,Too noisy,2,2024-04-13
Financial District,Not impressed,4,2024-01-09
Mall,Line was too long,1,2024-03-05
Financial District,Needs more vegan options,4,2024-02-20
Downtown,Will come again,4,2024-03-03
Downtown,Great service!,5,2024-02-25
University District,Friendly barista,5,2024-03-21
University District,Loved the croissant,3,2024-04-14
Downtown,Excellent staff,4,2024-04-01
Suburbs,Coffee was cold,3,2024-04-22
Financial District,Great service!,1,2024-01-12
Mall,Not impressed,4,2024-02-15
Downtown,Loved the croissant,2,2024-04-14
Mall,Too noisy,5,2024-04-12
Downtown,Coffee was cold,4,2024-01-16
University District,Needs more vegan options,1,2024-03-18
University District,Too noisy,3,2024-03-10
Downtown,Tasty food,3,2024-02-16
Mall,Best coffee ever,4,2024-02-29
Financial District,Line was too long,4,2024-02-26
Downtown,Line was too long,5,2024-03-03
Downtown,Great service!,5,2024-01-30
Suburbs,Tasty food,5,2024-04-18
Downtown,Not impressed,4,2024-03-30
University District,Loved the croissant,2,2024-03-24
Suburbs,Excellent staff,4,2024-01-05
Suburbs,Excellent staff,4,2024-01-15
University District,Too noisy,4,2024-01-31
University District,Great service!,3,2024-01-18
University District,Needs more vegan options,3,2024-03-17
Mall,Bad experience,2,2024-02-12
Suburbs,Line was too long,5,2024-01-11
Financial District,Excellent staff,3,2024-04-17
Financial District,Bad experience,4,2024-02-20
Mall,Wifi was slow,4,2024-01-12
Financial District,Coffee was cold,3,2024-04-28
Suburbs,Coffee was cold,4,2024-04-26
University District,Too noisy,4,2024-02-25
Suburbs,Coffee was cold,2,2024-03-23
Mall,Needs more vegan options,3,2024-01-19
Mall,Best coffee ever,4,2024-01-01
Downtown,Excellent staff,3,2024-01-14
Mall,Coffee was cold,2,2024-03-21
Mall,Too noisy,4,2024-03-06
Suburbs,Too noisy,5,2024-04-12
Suburbs,Loved the croissant,3,2024-02-07
Mall,Very clean,3,2024-03-25
Suburbs,Not impressed,3,2024-01-20
Suburbs,Coffee was cold,4,2024-02-21
Mall,Needs more vegan options,4,2024-01-23
University District,Excellent staff,2,2024-04-03
Mall,Coffee was cold,5,2024-03-05
Financial District,Line was too long,4,2024-01-06
Suburbs,Tasty food,4,2024-03-19
Downtown,Will come again,2,2024-01-17
Mall,Tasty food,4,2024-02-05
University District,Needs more vegan options,4,2024-03-30
University District,Wifi was slow,4,2024-04-27
Suburbs,Friendly barista,4,2024-03-02
Mall,Will come again,3,2024-02-28
Mall,Loved the croissant,4,2024-03-06
Financial District,Not impressed,4,2024-04-21
Mall,Coffee was cold,4,2024-02-22
Financial District,Too noisy,3,2024-04-18
University District,Very clean,5,2024-01-11
Mall,Excellent staff,5,2024-04-16
Suburbs,Too noisy,2,2024-04-21
Financial District,Coffee was cold,5,2024-01-10
Financial District,Coffee was cold,5,2024-01-04
Suburbs,Will come again,4,2024-01-19
Downtown,Bad experience,2,2024-03-30
Suburbs,Tasty food,4,2024-02-23
Financial District,Line was too long,4,2024-02-08
Suburbs,Not impressed,3,2024-03-22
Financial District,Friendly barista,5,2024-04-17
Downtown,Will come again,3,2024-03-26
Mall,Tasty food,4,2024-03-02
University District,Best coffee ever,4,2024-02-11
Downtown,Friendly barista,5,2024-01-29
Mall,Very clean,4,2024-03-19
Suburbs,Too noisy,3,2024-02-13
Financial District,Very clean,4,2024-02-02
Downtown,Not impressed,5,2024-02-11
Suburbs,Loved the croissant,5,2024-01-11
Mall,Loved the croissant,4,2024-02-28
University District,Tasty food,1,2024-03-24
Downtown,Wifi was slow,5,2024-03-31
University District,Loved the croissant,4,2024-04-27
Suburbs,Needs more vegan options,2,2024-04-24
Mall,Very clean,5,2024-01-15
Downtown,Excellent staff,4,2024-01-03
Mall,Will come again,5,2024-03-20
Financial District,Too noisy,3,2024-01-28
Mall,Wifi was slow,5,2024-04-25
Mall,Excellent staff,4,2024-02-22
Mall,Wifi was slow,4,2024-04-21
Downtown,Loved the croissant,3,2024-02-11
Downtown,Bad experience,3,2024-01-15
Downtown,Friendly barista,4,2024-02-09
University District,Very clean,4,2024-03-30
Suburbs,Will come again,4,2024-02-03
Suburbs,Needs more vegan options,4,2024-02-05
Mall,Too noisy,1,2024-01-27
University District,Needs more vegan options,5,2024-01-14
Suburbs,Wifi was slow,5,2024-04-23
Downtown,Tasty food,5,2024-01-03
Financial District,Great service!,5,2024-01-03
Financial District,Very clean,5,2024-03-27
Suburbs,Tasty food,2,2024-03-09
University District,Best coffee ever,4,2024-03-06
Suburbs,Wifi was slow,3,2024-02-29
Downtown,Loved the croissant,5,2024-02-07
University District,Best coffee ever,5,2024-04-09
Financial District,Wifi was slow,3,2024-01-02
Mall,Friendly barista,5,2024-04-24
Downtown,Needs more vegan options,5,2024-03-19
University District,Bad experience,4,2024-03-06
Mall,Coffee was cold,4,2024-04-09
Downtown,Too noisy,1,2024-04-01
Financial District,Bad experience,4,2024-03-18
University District,Very clean,5,2024-01-12
Suburbs,Excellent staff,1,2024-01-30
University District,Wifi was slow,5,2024-04-08
University District,Bad experience,2,2024-01-08
Downtown,Will come again,4,2024-04-05
Suburbs,Tasty food,5,2024-01-20
Financial District,Needs more vegan options,5,2024-04-15
Mall,Best coffee ever,2,2024-04-24
Financial District,Coffee was cold,5,2024-03-19
Suburbs,Best coffee ever,3,2024-03-03
Mall,Bad experience,3,2024-03-18
University District,Needs more vegan options,4,2024-01-26
Mall,Needs more vegan options,2,2024-01-25
University District,Not impressed,4,2024-02-26
Suburbs,Line was too long,5,2024-03-23
Financial District,Line was too long,4,2024-02-29
Downtown,Too noisy,2,2024-01-20
Mall,Very clean,5,2024-04-28
Downtown,Too noisy,3,2024-04-24
Downtown,Bad experience,5,2024-01-26
Mall,Coffee was cold,5,2024-04-05
Downtown,Line was too long,5,2024-01-23
Downtown,Excellent staff,1,2024-03-04
Downtown,Best coffee ever,4,2024-01-14
Financial District,Not impressed,3,2024-03-26
University District,Loved the croissant,3,2024-04-03
Financial District,Friendly barista,5,2024-04-01
Financial District,Bad experience,3,2024-02-07
University District,Not impressed,2,2024-02-09
University District,Friendly barista,3,2024-02-26
Downtown,Coffee was cold,4,2024-01-30
Financial District,Friendly barista,4,2024-04-24
Mall,Great service!,3,2024-01-03
Mall,Best coffee ever,2,2024-04-29
Downtown,Very clean,5,2024-04-08
Financial District,Will come again,5,2024-03-08
Downtown,Needs more vegan options,4,2024-02-24
Financial District,Will come again,3,2024-04-12
Downtown,Very clean,1,2024-04-07
University District,Wifi was slow,3,2024-04-18
Mall,Very clean,4,2024-03-15
Downtown,Not impressed,4,2024-03-17
Financial District,Too noisy,4,2024-03-06
Mall,Friendly barista,4,2024-02-05
Downtown,Coffee was cold,5,2024-02-22
Suburbs,Needs more vegan options,4,2024-01-30
Mall,Friendly barista,1,2024-03-20
Suburbs,Not impressed,4,2024-02-23
Financial District,Very clean,4,2024-02-01
University District,Will come again,3,2024-03-19
University District,Needs more vegan options,4,2024-03-27
Financial District,Friendly barista,1,2024-02-16
Suburbs,Coffee was cold,4,2024-04-08
University District,Friendly barista,2,2024-04-18
University District,Very clean,5,2024-03-21
Suburbs,Too noisy,4,2024-03-22
Downtown,Bad experience,1,2024-02-01
University District,Needs more vegan options,5,2024-01-16
University District,Not impressed,5,2024-03-05
Downtown,Tasty food,5,2024-01-14
Suburbs,Very clean,4,2024-03-06
Suburbs,Wifi was slow,3,2024-03-10
Downtown,Friendly barista,4,2024-03-30
University District,Wifi was slow,5,2024-02-24
Downtown,Loved the croissant,4,2024-02-13
Financial District,Tasty food,2,2024-01-08
Downtown,Friendly barista,5,2024-03-28
Mall,Wifi was slow,4,2024-02-27
Suburbs,Great service!,5,2024-02-08
University District,Line was too long,3,2024-02-19
University District,Coffee was cold,3,2024-02-12
Financial District,Coffee was cold,2,2024-01-31
University District,Excellent staff,3,2024-03-04
Financial District,Friendly barista,2,2024-03-25
Financial District,Great service!,3,2024-01-20
Suburbs,Wifi was slow,4,2024-01-02
Financial District,Loved the croissant,5,2024-02-12
Suburbs,Friendly barista,2,2024-02-09
Financial District,Not impressed,3,2024-02-27
Downtown,Bad experience,3,2024-03-24
Suburbs,Will come again,3,2024-04-22
Mall,Wifi was slow,5,2024-03-26
Downtown,Needs more vegan options,3,2024-01-13
Financial District,Best coffee ever,2,2024-03-24
Mall,Great service!,5,2024-04-17
Suburbs,Too noisy,5,2024-04-28
Mall,Wifi was slow,5,2024-04-04
Mall,Tasty food,4,2024-01-23
Financial District,Loved the croissant,5,2024-01-26
Downtown,Tasty food,4,2024-04-16
Mall,Very clean,5,2024-04-26
Downtown,Very clean,4,2024-04-03
Mall,Not impressed,4,2024-04-18
Suburbs,Best coffee ever,5,2024-03-13
Financial District,Friendly barista,1,2024-02-08
Mall,Tasty food,3,2024-02-11
Financial District,Not impressed,4,2024-04-26
Downtown,Excellent staff,5,2024-02-01
Mall,Line was too long,1,2024-02-13
Suburbs,Too noisy,4,2024-02-09
University District,Loved the croissant,4,2024-03-16
Downtown,Bad experience,5,2024-03-16
Financial District,Friendly barista,4,2024-03-31
Downtown,Great service!,2,2024-02-15
Suburbs,Very clean,4,2024-01-26
Financial District,Coffee was cold,3,2024-04-16
Financial District,Very clean,4,2024-01-14
Financial District,Tasty food,4,2024-03-18
University District,Excellent staff,4,2024-01-11
University District,Line was too long,5,2024-04-07
Financial District,Will come again,5,2024-02-23
University District,Not impressed,5,2024-01-08
Financial District,Wifi was slow,3,2024-02-08
Suburbs,Tasty food,4,2024-01-15
Financial District,Loved the croissant,3,2024-01-04
University District,Excellent staff,3,2024-03-05
Suburbs,Best coffee ever,4,2024-02-04
Suburbs,Too noisy,4,2024-04-26
University District,Bad experience,5,2024-01-06
Financial District,Excellent staff,4,2024-04-24
University District,Too noisy,2,2024-03-06
Downtown,Bad experience,4,2024-04-20
University District,Will come again,2,2024-03-23
Suburbs,Too noisy,5,2024-04-04
Financial District,Will come again,1,2024-02-22
Mall,Bad experience,4,2024-03-23
Financial District,Friendly barista,4,2024-04-29
Suburbs,Line was too long,4,2024-01-23
Financial District,Will come again,4,2024-03-13
Suburbs,Not impressed,5,2024-01-19
Mall,Coffee was cold,3,2024-01-13
University District,Too noisy,2,2024-03-02
Downtown,Too noisy,5,2024-01-08
Financial District,Tasty food,5,2024-03-02
Mall,Tasty food,4,2024-04-01
Financial District,Line was too long,5,2024-03-31
Downtown,Will come again,3,2024-02-25
Downtown,Friendly barista,4,2024-04-26
Downtown,Very clean,4,2024-02-07
Mall,Not impressed,5,2024-04-15
Downtown,Needs more vegan options,3,2024-03-13
Downtown,Coffee was cold,3,2024-01-15
Downtown,Excellent staff,4,2024-03-02
Downtown,Line was too long,3,2024-03-01
Mall,Very clean,4,2024-02-15
Financial District,Very clean,5,2024-02-03
Mall,Bad experience,5,2024-01-25
Mall,Will come again,3,2024-01-01
Downtown,Bad experience,3,2024-03-15
University District,Line was too long,4,2024-01-15
Financial District,Line was too long,4,2024-03-30
Financial District,Coffee was cold,4,2024-02-16
University District,Bad experience,4,2024-02-07
Financial District,Loved the croissant,5,2024-02-02
Downtown,Very clean,4,2024-02-18
Downtown,Wifi was slow,4,2024-04-08
Downtown,Coffee was cold,4,2024-04-19
Downtown,Excellent staff,4,2024-01-27
Suburbs,Tasty food,4,2024-02-21
Downtown,Friendly barista,2,2024-03-16
Suburbs,Will come again,4,2024-03-24
Financial District,Friendly barista,5,2024-01-12
Financial District,Great service!,1,2024-03-01
Suburbs,Line was too long,4,2024-02-06
Financial District,Best coffee ever,4,2024-01-06
Mall,Wifi was slow,3,2024-03-24
University District,Bad experience,4,2024-03-27
Mall,Needs more vegan options,3,2024-03-19
Suburbs,Not impressed,5,2024-04-01
University District,Too noisy,3,2024-02-03
Suburbs,Friendly barista,5,2024-01-08
Downtown,Not impressed,1,2024-03-24
University District,Bad experience,4,2024-01-06
Suburbs,Best coffee ever,1,2024-02-29
Downtown,Excellent staff,5,2024-01-26
Financial District,Excellent staff,5,2024-02-18
Suburbs,Great service!,3,2024-01-18
University District,Line was too long,2,2024-01-14
Financial District,Bad experience,3,2024-01-20
Suburbs,Will come again,2,2024-02-11
Suburbs,Wifi was slow,3,2024-04-18
Financial District,Coffee was cold,2,2024-04-22
Downtown,Friendly barista,5,2024-03-05
University District,Line was too long,5,2024-03-27
Downtown,Needs more vegan options,4,2024-03-02
University District,Too noisy,5,2024-02-27
Financial District,Not impressed,4,2024-04-13
Downtown,Tasty food,3,2024-01-16
Mall,Tasty food,3,2024-02-14
Mall,Not impressed,2,2024-02-08
Suburbs,Not impressed,5,2024-01-19
Downtown,Best coffee ever,5,2024-01-08
Suburbs,Loved the croissant,3,2024-01-24
Downtown,Not impressed,4,2024-04-26
University District,Excellent staff,3,2024-04-17
University District,Tasty food,2,2024-04-29
Financial District,Tasty food,3,2024-01-16
Mall,Not impressed,4,2024-01-13
Mall,Best coffee ever,4,2024-04-23
Financial District,Too noisy,3,2024-01-30
Financial District,Tasty food,5,2024-01-13
Financial District,Friendly barista,4,2024-03-25
Financial District,Bad experience,4,2024-03-23
Downtown,Too noisy,4,2024-01-27
Financial District,Excellent staff,3,2024-02-07
Suburbs,Best coffee ever,3,2024-04-17
Financial District,Wifi was slow,5,2024-02-07
Downtown,Very clean,5,2024-02-20
Mall,Tasty food,4,2024-01-23
Mall,Not impressed,4,2024-01-16
Mall,Coffee was cold,4,2024-02-15
Downtown,Not impressed,4,2024-03-28
Financial District,Not impressed,4,2024-02-13
University District,Will come again,3,2024-04-23
Mall,Best coffee ever,5,2024-03-20
Mall,Coffee was cold,4,2024-02-18
University District,Friendly barista,5,2024-01-16
Financial District,Will come again,5,2024-01-11
Mall,Tasty food,4,2024-01-26
Financial District,Great service!,4,2024-03-20
Suburbs,Loved the croissant,5,2024-04-14
University District,Needs more vegan options,4,2024-01-15
Downtown,Too noisy,4,2024-02-27
Financial District,Very clean,4,2024-03-22
University District,Very clean,5,2024-04-13
University District,Friendly barista,5,2024-01-18
University District,Not impressed,4,2024-04-08
Downtown,Will come again,2,2024-03-09
Mall,Wifi was slow,4,2024-03-06
Suburbs,Very clean,3,2024-01-30
Mall,Will come again,4,2024-01-31
Financial District,Best coffee ever,4,2024-01-25
University District,Tasty food,1,2024-04-16
Mall,Very clean,5,2024-04-04
Downtown,Line was too long,4,2024-03-23
Downtown,Tasty food,4,2024-04-28
Suburbs,Best coffee ever,3,2024-04-07
Mall,Wifi was slow,4,2024-03-22
Downtown,Tasty food,3,2024-04-12
Downtown,Needs more vegan options,4,2024-03-04
Suburbs,Needs more vegan options,3,2024-04-21
Financial District,Excellent staff,4,2024-02-02
Mall,Best coffee ever,5,2024-04-18
Financial District,Loved the croissant,4,2024-01-03
University District,Bad experience,3,2024-01-18
Financial District,Great service!,3,2024-04-09
Downtown,Coffee was cold,4,2024-02-21
Downtown,Not impressed,3,2024-03-30
Financial District,Tasty food,3,2024-04-01
Financial District,Coffee was cold,1,2024-02-01
University District,Tasty food,2,2024-02-18
University District,Line was too long,4,2024-02-06
Mall,Great service!,3,2024-03-11
Downtown,Too noisy,4,2024-01-28
Mall,Friendly barista,4,2024-02-01
Mall,Best coffee ever,3,2024-02-10
Financial District,Bad experience,5,2024-02-05
Downtown,Wifi was slow,3,2024-03-26
Mall,Tasty food,3,2024-01-09
Financial District,Friendly barista,4,2024-01-17
Suburbs,Best coffee ever,4,2024-01-10
University District,Too noisy,5,2024-03-31
Financial District,Tasty food,1,2024-01-17
Financial District,Needs more vegan options,3,2024-04-05
Mall,Tasty food,5,2024-02-25
Financial District,Too noisy,5,2024-04-17
Financial District,Too noisy,1,2024-04-15
Mall,Wifi was slow,4,2024-01-11
Financial District,Best coffee ever,3,2024-02-14
University District,Great service!,5,2024-03-29
Downtown,Needs more vegan options,5,2024-01-17
Mall,Loved the croissant,5,2024-03-04
Suburbs,Loved the croissant,1,2024-03-31
Suburbs,Excellent staff,5,2024-02-24
Downtown,Friendly barista,3,2024-03-19
University District,Excellent staff,4,2024-01-05
Financial District,Too noisy,4,2024-04-16
Suburbs,Not impressed,4,2024-04-29
Financial District,Great service!,3,2024-03-17
University District,Will come again,4,2024-03-10
Mall,Line was too long,3,2024-02-11
Downtown,Coffee was cold,5,2024-03-24
University District,Wifi was slow,4,2024-03-07
Suburbs,Line was too long,5,2024-04-01
Suburbs,Not impressed,4,2024-01-03
Downtown,Not impressed,3,2024-04-06
Mall,Too noisy,5,2024-03-06
University District,Very clean,4,2024-04-10
Suburbs,Excellent staff,3,2024-02-29
Suburbs,Wifi was slow,5,2024-01-29
Mall,Tasty food,5,2024-03-18
Suburbs,Will come again,4,2024-01-07
Suburbs,Needs more vegan options,5,2024-04-17
Financial District,Will come again,4,2024-01-04
Downtown,Wifi was slow,4,2024-02-19
Financial District,Friendly barista,5,2024-01-21
Suburbs,Wifi was slow,2,2024-03-29
Mall,Very clean,4,2024-01-09
Downtown,Tasty food,4,2024-02-29
University District,Excellent staff,4,2024-03-16
University District,Very clean,3,2024-01-12
Mall,Too noisy,4,2024-02-25
University District,Bad experience,5,2024-01-05
Financial District,Best coffee ever,5,2024-03-03
Suburbs,Friendly barista,4,2024-04-02
University District,Very clean,4,2024-01-27
Financial District,Friendly barista,4,2024-04-12
Downtown,Bad experience,5,2024-02-18
Mall,Loved the croissant,3,2024-01-20
Downtown,Coffee was cold,5,2024-01-29
Downtown,Great service!,4,2024-04-28
Financial District,Great service!,4,2024-03-23
University District,Too noisy,5,2024-02-05
Financial District,Very clean,3,2024-04-06
University District,Wifi was slow,2,2024-01-08
Suburbs,Coffee was cold,4,2024-01-30
Mall,Loved the croissant,3,2024-03-01
Suburbs,Loved the croissant,4,2024-04-07
University District,Wifi was slow,2,2024-04-04
University District,Not impressed,4,2024-01-01
Downtown,Will come again,3,2024-02-04
University District,Bad experience,2,2024-03-23
Downtown,Excellent staff,2,2024-04-28
Downtown,Line was too long,5,2024-02-15
Mall,Too noisy,3,2024-01-18
University District,Tasty food,4,2024-02-24
Suburbs,Very clean,4,2024-04-19
Financial District,Loved the croissant,4,2024-03-21
Downtown,Not impressed,4,2024-04-15
Financial District,Not impressed,4,2024-01-31
Downtown,Coffee was cold,5,2024-03-04
Suburbs,Line was too long,4,2024-01-20
Downtown,Wifi was slow,4,2024-04-29
Mall,Friendly barista,4,2024-01-29
Downtown,Best coffee ever,4,2024-04-12
University District,Wifi was slow,4,2024-02-12
Mall,Wifi was slow,3,2024-03-25
Downtown,Great service!,3,2024-02-24
Downtown,Coffee was cold,3,2024-03-13
Financial District,Bad experience,5,2024-01-30
Downtown,Coffee was cold,5,2024-02-02
Mall,Friendly barista,4,2024-01-18
Downtown,Bad experience,4,2024-02-18
Financial District,Loved the croissant,4,2024-02-22
Suburbs,Wifi was slow,3,2024-02-20
Financial District,Not impressed,5,2024-01-10
Financial District,Needs more vegan options,5,2024-03-05
Downtown,Very clean,4,2024-01-28
Suburbs,Best coffee ever,4,2024-04-06
Mall,Will come again,4,2024-04-12
Mall,Coffee was cold,2,2024-01-18
University District,Line was too long,4,2024-04-16
Financial District,Line was too long,3,2024-04-18
Financial District,Not impressed,3,2024-03-01
University District,Too noisy,4,2024-01-09
Downtown,Great service!,5,2024-04-01
Mall,Needs more vegan options,5,2024-02-29
Mall,Friendly barista,4,2024-03-27
University District,Line was too long,4,2024-01-26
University District,Friendly barista,4,2024-04-22
University District,Wifi was slow,4,2024-02-12
Suburbs,Coffee was cold,3,2024-02-02
Financial District,Not impressed,3,2024-01-20
Mall,Very clean,4,2024-01-16
Downtown,Best coffee ever,4,2024-03-23
Suburbs,Great service!,5,2024-02-01
Financial District,Excellent staff,4,2024-04-27
Suburbs,Best coffee ever,4,2024-01-11
Financial District,Friendly barista,4,2024-04-19
University District,Line was too long,3,2024-04-17
Downtown,Very clean,4,2024-04-13
University District,Loved the croissant,2,2024-03-02
Mall,Friendly barista,2,2024-04-20
Mall,Wifi was slow,1,2024-01-26
Mall,Loved the croissant,2,2024-04-28
Mall,Friendly barista,4,2024-01-01
Suburbs,Bad experience,5,2024-04-11
Downtown,Excellent staff,1,2024-01-12
Downtown,Not impressed,5,2024-02-26
Mall,Bad experience,4,2024-03-13
Financial District,Needs more vegan options,5,2024-02-19
University District,Tasty food,5,2024-03-12
Mall,Tasty food,5,2024-04-04
Financial District,Will come again,5,2024-03-24
Downtown,Excellent staff,2,2024-01-19
University District,Coffee was cold,4,2024-04-05
Downtown,Line was too long,4,2024-04-28
Downtown,Not impressed,1,2024-01-05
Suburbs,Not impressed,4,2024-01-31
University District,Excellent staff,1,2024-01-22
Suburbs,Loved the croissant,4,2024-03-24
Mall,Line was too long,3,2024-03-16
University District,Needs more vegan options,5,2024-03-23
Financial District,Very clean,4,2024-04-10
Downtown,Bad experience,2,2024-03-06
Downtown,Friendly barista,5,2024-01-04
Suburbs,Will come again,4,2024-01-30
Suburbs,Tasty food,4,2024-01-23
Suburbs,Tasty food,3,2024-02-27
University District,Best coffee ever,2,2024-01-21
Downtown,Coffee was cold,5,2024-02-23
Financial District,Wifi was slow,3,2024-02-28
University District,Not impressed,3,2024-03-09
Downtown,Excellent staff,5,2024-01-07
Mall,Friendly barista,4,2024-03-16
Mall,Will come again,4,2024-04-14
Suburbs,Very clean,3,2024-03-15
Suburbs,Best coffee ever,5,2024-02-15
Suburbs,Line was too long,4,2024-03-18
Downtown,Best coffee ever,4,2024-03-03
Suburbs,Wifi was slow,2,2024-02-08
Financial District,Friendly barista,4,2024-03-07
Financial District,Not impressed,4,2024-03-27
Mall,Great service!,5,2024-03-07
University District,Very clean,2,2024-04-09
Downtown,Line was too long,4,2024-04-27
University District,Friendly barista,3,2024-04-12
Suburbs,Great service!,4,2024-03-28
Downtown,Best coffee ever,2,2024-02-10
Suburbs,Great service!,5,2024-04-06
University District,Loved the croissant,4,2024-02-01
Mall,Loved the croissant,4,2024-04-03
Financial District,Coffee was cold,4,2024-02-05
Financial District,Bad experience,4,2024-01-03
Financial District,Friendly barista,4,2024-03-10
Downtown,Excellent staff,4,2024-04-05
Suburbs,Great service!,4,2024-03-10
Financial District,Great service!,3,2024-02-25
Suburbs,Coffee was cold,3,2024-04-16
Financial District,Not impressed,5,2024-03-08
University District,Line was too long,4,2024-03-08
Mall,Line was too long,4,2024-01-13
Suburbs,Line was too long,4,2024-02-18
Downtown,Very clean,4,2024-04-16
Financial District,Bad experience,5,2024-03-07
University District,Will come again,4,2024-04-08
Financial District,Bad experience,2,2024-04-17
Mall,Tasty food,3,2024-02-16
Financial District,Excellent staff,5,2024-03-20
Mall,Tasty food,4,2024-01-24
Suburbs,Very clean,5,2024-02-09
Mall,Very clean,4,2024-01-24
University District,Needs more vegan options,3,2024-02-26
University District,Bad experience,1,2024-04-19
Suburbs,Friendly barista,3,2024-01-24
Downtown,Will come again,3,2024-04-11
University District,Friendly barista,2,2024-03-09
Suburbs,Needs more vegan options,4,2024-03-03
Suburbs,Great service!,5,2024-04-25
University District,Too noisy,2,2024-01-19
Suburbs,Very clean,4,2024-03-02
Suburbs,Excellent staff,4,2024-03-11
Financial District,Too noisy,2,2024-01-30
Suburbs,Best coffee ever,3,2024-03-29
University District,Will come again,4,2024-03-05
University District,Best coffee ever,5,2024-01-02
University District,Not impressed,4,2024-03-12
Financial District,Bad experience,2,2024-03-08
University District,Bad experience,4,2024-04-29
Suburbs,Friendly barista,5,2024-04-20
Mall,Friendly barista,5,2024-04-05
Financial District,Excellent staff,5,2024-04-19
Mall,Friendly barista,5,2024-04-11
Downtown,Tasty food,3,2024-04-22
Mall,Loved the croissant,4,2024-01-06
Suburbs,Tasty food,3,2024-04-17
Financial District,Loved the croissant,3,2024-03-04
University District,Great service!,4,2024-04-22
University District,Very clean,4,2024-04-13
